region,demographic-type,demographic,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
00,Age of Business,,4.772281247267794,5.512778569434979,5.502524469056833,6.270238320619458,6.279413766534312,5.928143714983065,5.3797015791926235,4.049866612611445,3.6511765079737892,4.496464854809103,4.87371689317951,4.950011469549263,5.046514928311153,5.329895153835014,5.362555946491745,5.3122965119813985,5.285333634491349,5.505619267631546,5.237787894299371,3.987351463366264
00,Age of Business,Ages 0 to 1,4.772281247267794,5.512778569434979,5.502524469056833,6.270238320619458,6.279413766534312,5.928143714983065,5.3797015791926235,4.049866612611445,3.6511765079737892,4.496464854809103,4.87371689317951,4.950011469549263,5.046514928311153,5.329895153835014,5.362555946491745,5.3122965119813985,5.285333634491349,5.505619267631546,5.237787894299371,3.987351463366264
00,Age of Business,Ages 11+,-10.15786789827685,-4.781858590530351,-3.904277929552516,-0.0016871279426098362,0.7258577038510111,-0.1868724996473623,-1.8624730338779274,-12.384040530419469,-16.022627706106324,0.2410920675695572,1.4672056312902921,1.4608181301661765,2.1034722162116424,2.6036675322121505,0.92889063449351,-0.4409253172320218,0.5209401025071457,0.07224335160591283,-1.0773078048861289,-21.611560323955278
00,Age of Business,Ages 2 to 3,-0.9239848600350168,-0.34970858759232537,-0.10131401680766862,0.19811116942289753,0.34057308571015327,0.030575114587472633,-0.2125642978285447,-1.0557000003084573,-0.8566896701812247,0.07725291380009572,0.33577176024689476,0.31022111614917314,0.3140283976850615,0.4514657396246763,0.39549623570138503,0.270275115096687,0.33145167114651214,0.4204140029220157,0.4032543028037486,-0.6925432337144816
00,Age of Business,Ages 4 to 5,-0.953560011475636,-0.4184403971873215,-0.23641545851833015,0.14964210107974207,0.18583389287043062,-0.0042429129746509205,-0.2660879687674591,-1.0128711333917095,-0.7953280436268908,0.030518392462039825,0.22094521336094802,0.19292868432145596,0.28077457173475745,0.2551484222758101,0.191947132136596,0.14372580533680931,0.1565669665073928,0.1994811549279322,0.21264349692587142,-0.9633210763239113
00,Age of Business,Ages 6 to 10,-1.9955331625509873,-0.8844565990434642,-0.49177559029383733,0.1516775833748746,0.3963093795621274,0.01742409522528447,-0.43072894502593817,-2.0347822356988168,-1.9226360474931818,0.08030152016574228,0.43281022263691094,0.44084875110644745,0.5128203261890826,0.5632938491982407,0.5561773023628104,0.16880466556352092,0.267291893255595,0.2600803512222526,0.04802590454654054,-2.726125288895939
01,Age of Business,,,3.9470198025083874,4.903307234321107,4.771638294852771,6.633762272131961,5.47204665562464,4.33226902697289,3.1503499423297754,2.560142650030328,3.1508094245102383,3.3837813125837535,3.634862450857507,3.5492158413078374,3.678797901358565,3.7682795562642157,3.9740723035247068,3.8344555713156216,4.456305556766082,3.9835331524305118,3.4889542524563493
01,Age of Business,Ages 0 to 1,,3.9470198025083874,4.903307234321107,4.771638294852771,6.633762272131961,5.47204665562464,4.33226902697289,3.1503499423297754,2.560142650030328,3.1508094245102383,3.3837813125837535,3.634862450857507,3.5492158413078374,3.678797901358565,3.7682795562642157,3.9740723035247068,3.8344555713156216,4.456305556766082,3.9835331524305118,3.4889542524563493
01,Age of Business,Ages 11+,,-5.6938600996542705,-2.063510285687259,1.1883297367818733,1.5320128539401572,-3.57918945875993,-2.5979917994196247,-14.205823145492165,-16.273436097738138,-1.2661330616200777,-1.6307329609138772,-0.09759971160323516,0.2865376377746046,0.39840563393895534,0.41320210611483477,-0.9955741977269573,-0.06462219811483713,0.8155196707804785,-0.8514873495493236,-11.649014981513886
01,Age of Business,Ages 2 to 3,,0.2848157704009898,-0.36216348606003657,0.1191861177307228,0.6853684128753853,-0.12313725202155724,-0.006848083820545963,-1.3810333842990323,-0.6179147353328269,0.15421789065450028,0.054593922279508794,0.2597813600332919,0.04513381866680911,0.4450824992941673,0.1180871854383044,0.16819076698485153,0.26443813768261926,0.31773759375867616,0.11645491654914102,-0.00020318876317374347
01,Age of Business,Ages 4 to 5,,-0.41963452065349593,-0.057510939846443565,0.31319463159239935,0.6348192100100551,0.20220432963539922,-0.3783566310851645,-0.8492634700562035,-0.6998830165504468,-0.21732602477056956,0.16336501934020953,0.01682037582949372,0.01759804856274667,0.3358255887945782,0.16486867076901135,0.04153366128476774,0.17376191048656206,0.4204447876201413,0.23352168029556297,-0.35354844792231366
01,Age of Business,Ages 6 to 10,,-0.575434996938677,-0.3968032799443809,0.16509484456033455,0.9667808582641929,0.01965875427010826,0.4515455269172494,-2.047812240499885,-1.89956237344833,0.3366463710628726,-0.11398044078966149,0.30629696726547206,0.13395220494231877,0.4070800956421363,1.0582507804985917,0.4591320081628037,0.09108652686662759,0.20582357973034657,-0.09279682492094424,-1.4863258026159334
02,Age of Business,,4.475204903158207,5.19820592617271,5.659964158701077,5.5681449325482415,4.393159266267434,5.439048011112066,4.143760105835661,4.4119251441912555,3.349573254923844,3.5536692300149877,4.1876232468482035,3.356866997151044,3.557337993238073,4.310842434227057,3.1701780886185453,,,,,
02,Age of Business,Ages 0 to 1,4.475204903158207,5.19820592617271,5.659964158701077,5.5681449325482415,4.393159266267434,5.439048011112066,4.143760105835661,4.4119251441912555,3.349573254923844,3.5536692300149877,4.1876232468482035,3.356866997151044,3.557337993238073,4.310842434227057,3.1701780886185453,,,,,
