region,demographic-type,demographic,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
00,Age of Business,,0.807361963190184,0.7755331088664422,0.7483382414808583,0.6888978603148971,0.6754139331458919,0.6870712794512377,0.6882298158893904,0.6835745398341998,0.6897890057158986,0.6719335285704556,0.6439323913904661,0.640025657472739,0.6517018034036068,0.6267570900123305,0.6093048320459853,0.6088370992547024,0.6136090268629361,0.6311420982735724,0.6441222109262132,0.6639963951334301
00,Age of Business,Ages 0 to 1,0.807361963190184,0.7755331088664422,0.7483382414808583,0.6888978603148971,0.6754139331458919,0.6870712794512377,0.6882298158893904,0.6835745398341998,0.6897890057158986,0.6719335285704556,0.6439323913904661,0.640025657472739,0.6517018034036068,0.6267570900123305,0.6093048320459853,0.6088370992547024,0.6136090268629361,0.6311420982735724,0.6441222109262132,0.6639963951334301
00,Age of Business,Ages 11+,1.0489044697633654,1.0511093844427177,1.0533445519562474,1.0544206701655228,1.0546704154951578,1.05644199224575,1.055806289848843,1.0535337923282282,1.0532778209018419,1.0563917455560852,1.0593556054403803,1.0579217447081462,1.0589281178562358,1.0592478421701603,1.0603556673253098,1.0602744587720336,1.0610573343261356,1.0603696325807879,1.0591256889079137,1.0552245531467481
00,Age of Business,Ages 2 to 3,0.8526730937773882,0.8310454977121644,0.7928481278923012,0.7918449737585789,0.7771790065604499,0.7329257381449448,0.7216849344508919,0.7348601939019249,0.7289534965775175,0.7147040795477764,0.7070513666974779,0.7023091725465042,0.691770383540767,0.7077065351418003,0.6987605532602839,0.6762096297172602,0.6582851251503522,0.6562084993359893,0.690566643480122,0.7080058078405848
00,Age of Business,Ages 4 to 5,0.8560035056967572,0.8521108521108521,0.8547749263777872,0.8496568429551877,0.819821930646673,0.8298538622129437,0.8122358335124292,0.7764507517212309,0.7597911227154047,0.7525710004767419,0.7494387957216426,0.7364977549711353,0.7440309880619761,0.7464858199753391,0.7445063169870068,0.7582515083402342,0.7492410790996048,0.7268149623727312,0.7071004334100273,0.7010964802483353
00,Age of Business,Ages 6 to 10,0.8602103418054339,0.8613485280151947,0.8636095919225915,0.8742026645135245,0.8883161512027491,0.8839099314047122,0.8804355612866251,0.8847126598285795,0.871074730082563,0.8441735340189335,0.8208107751221445,0.8332905708787685,0.8094361188722378,0.8078298397040691,0.8048619843123166,0.8034425647699042,0.7969528609886019,0.8104249667994687,0.8180748033602654,0.8303209332599009
01,Age of Business,,,0.6240179573512907,0.6232225494320572,0.6182478805006055,0.5769290846610434,0.5345213241872949,0.5725338491295938,0.5571870170015456,0.5591701361936349,0.5391268814275012,0.5452264624323254,0.5509300833867864,0.5381000762001524,0.5164611590628854,0.5044009340758039,0.47740447178516504,0.4751131221719457,0.5061420982735724,0.5074642838033068,0.5374255244580183
01,Age of Business,Ages 0 to 1,,0.6240179573512907,0.6232225494320572,0.6182478805006055,0.5769290846610434,0.5345213241872949,0.5725338491295938,0.5571870170015456,0.5591701361936349,0.5391268814275012,0.5452264624323254,0.5509300833867864,0.5381000762001524,0.5164611590628854,0.5044009340758039,0.47740447178516504,0.4751131221719457,0.5061420982735724,0.5074642838033068,0.5374255244580183
01,Age of Business,Ages 11+,,0.8649745316411983,0.8683214135464872,0.863948324586193,0.8601218369259607,0.8550551744706233,0.842682140554481,0.848250667416046,0.8671229976713005,0.8586801062453178,0.8480126766142876,0.8430404105195638,0.8445516891033782,0.8340937114673243,0.8291120292198072,0.8310658937655271,0.8199209576722607,0.8161243913235945,0.8274386002461341,0.8462424272768237
01,Age of Business,Ages 2 to 3,,0.6720193386860054,0.697433740008414,0.6588615260395639,0.6529209621993127,0.6195943930808231,0.5844258184683716,0.615427848812702,0.625502787382683,0.6002179391132603,0.5835204014261192,0.5783835792174471,0.6043307086614174,0.6112207151664611,0.5550565834381175,0.5460783153909855,0.5161807663669168,0.5048140770252324,0.5375354486596393,0.5740750012516898
01,Age of Business,Ages 4 to 5,,0.732970732970733,0.7336137989061843,0.7338716188938231,0.6979850046860356,0.6947509692812407,0.6830718532846193,0.6546297597302234,0.6389104509208948,0.6564734727235578,0.6419516704080285,0.6054522129570238,0.5990601981203962,0.6198520345252775,0.6231363391413688,0.6039867502661777,0.5784981957729538,0.5697211155378487,0.5641821392262828,0.5500425574525609
01,Age of Business,Ages 6 to 10,,0.6753000086333419,0.6931426167437947,0.7275736778360921,0.7367228990940331,0.728004771846108,0.7321441363994555,0.7333848531684699,0.7345988285936067,0.7221957365660968,0.7030239006998548,0.6866581141757537,0.6797053594107189,0.6528360049321825,0.642296868450991,0.6316692298592216,0.619852225213357,0.6154271801682161,0.6311734175183263,0.6615931507535172
02,Age of Business,,0.6035056967572305,0.6178882845549513,0.628270929743374,0.6021800565199839,0.6248828491096532,0.5849239487026543,0.5796976860806649,0.5750316144442883,0.6197868887163926,0.6689368657631274,0.6988643866367358,0.7075048107761386,0.5765811531623063,0.6151664611590629,0.5873300999940123,,,,,
02,Age of Business,Ages 0 to 1,0.6035056967572305,0.6178882845549513,0.628270929743374,0.6021800565199839,0.6248828491096532,0.5849239487026543,0.5796976860806649,0.5750316144442883,0.6197868887163926,0.6689368657631274,0.6988643866367358,0.7075048107761386,0.5765811531623063,0.6151664611590629,0.5873300999940123,,,,,
