time,fips,region,ownercode,firmage,Emp,EmpEnd,EarnBeg,EmpS,EmpTotal,FrmJbC
2001,42,Pennsylvania,A05,2,843628.0,836690.0,10003.0,690153.0,1078868.0,-6937.0
2001,42,Pennsylvania,A05,3,832930.0,822219.0,8856.0,688938.0,1044274.0,-10711.0
2001,42,Pennsylvania,A05,4,1713125.0,1689667.0,9022.0,1428828.0,2130841.0,-23457.0
2001,42,Pennsylvania,A05,5,15438590.0,15330267.0,11014.0,13617605.0,18046017.0,-108325.0
2001,44,Rhode Island,A05,1,51413.0,56692.0,7584.0,39379.0,78692.0,5278.0
2001,44,Rhode Island,A05,2,74391.0,73721.0,8892.0,60524.0,95223.0,-671.0
2001,44,Rhode Island,A05,3,70291.0,68977.0,9470.0,56495.0,90951.0,-1315.0
2001,44,Rhode Island,A05,4,157297.0,155818.0,8770.0,129681.0,199944.0,-1480.0
2001,44,Rhode Island,A05,5,1267451.0,1259390.0,10422.0,1108635.0,1493305.0,-8061.0
2001,45,South Carolina,A05,1,250406.0,269380.0,6835.0,187366.0,382268.0,18971.0
2001,45,South Carolina,A05,2,319958.0,315455.0,7337.0,249877.0,428815.0,-4503.0
2001,45,South Carolina,A05,3,327414.0,324611.0,7754.0,263161.0,429880.0,-2802.0
2001,45,South Carolina,A05,4,593404.0,584348.0,7848.0,481533.0,762509.0,-9055.0
2001,45,South Carolina,A05,5,4441268.0,4390847.0,9559.0,3836231.0,5323092.0,-50422.0
2001,46,South Dakota,A05,1,46966.0,50640.0,6135.0,35785.0,70785.0,3674.0
2001,46,South Dakota,A05,2,57167.0,56605.0,6098.0,44809.0,75502.0,-562.0
2001,46,South Dakota,A05,3,50034.0,49871.0,5735.0,39824.0,66586.0,-161.0
2001,46,South Dakota,A05,4,109957.0,109342.0,6357.0,88261.0,145287.0,-617.0
2001,46,South Dakota,A05,5,926059.0,917580.0,8617.0,805201.0,1098946.0,-8478.0
2001,47,Tennessee,A05,1,318262.0,339779.0,7717.0,238380.0,487201.0,21516.0
2001,47,Tennessee,A05,2,450458.0,445840.0,8643.0,355878.0,605476.0,-4618.0
2001,47,Tennessee,A05,3,389593.0,383759.0,8520.0,309921.0,519987.0,-5834.0
2001,47,Tennessee,A05,4,868484.0,859064.0,9251.0,702257.0,1149910.0,-9420.0
2001,47,Tennessee,A05,5,6965615.0,6895070.0,10620.0,6015871.0,8389583.0,-70545.0
2001,48,Texas,A05,1,1367015.0,1479255.0,9839.0,1029340.0,2105045.0,112239.0
2001,48,Texas,A05,2,1785010.0,1769492.0,10355.0,1401046.0,2404351.0,-15517.0
2001,48,Texas,A05,3,1727866.0,1704135.0,10171.0,1355961.0,2325251.0,-23730.0
2001,48,Texas,A05,4,3564214.0,3520910.0,10271.0,2843167.0,4749565.0,-43304.0
2001,48,Texas,A05,5,22738541.0,22572390.0,12581.0,19421846.0,27739405.0,-166152.0
2001,49,Utah,A05,1,192549.0,206813.0,7412.0,141995.0,297614.0,14263.0
2001,49,Utah,A05,2,219349.0,218711.0,7763.0,169951.0,297751.0,-638.0
2001,49,Utah,A05,3,206394.0,203369.0,7860.0,161104.0,279921.0,-3025.0
2001,49,Utah,A05,4,407627.0,403410.0,8223.0,325386.0,535935.0,-4217.0
2001,49,Utah,A05,5,2471817.0,2443435.0,10139.0,2085221.0,3032755.0,-28382.0
2001,50,Vermont,A05,1,39379.0,41923.0,6743.0,30019.0,57114.0,2544.0
2001,50,Vermont,A05,2,54810.0,54018.0,8036.0,44721.0,69126.0,-793.0
2001,50,Vermont,A05,3,43484.0,42806.0,7216.0,34642.0,56241.0,-677.0
2001,50,Vermont,A05,4,97235.0,96155.0,7463.0,79225.0,123883.0,-1079.0
2001,50,Vermont,A05,5,767524.0,761853.0,10308.0,665847.0,912384.0,-5672.0
2001,51,Virginia,A05,1,392045.0,423986.0,10352.0,301126.0,586828.0,31940.0
2001,51,Virginia,A05,2,548857.0,540438.0,10977.0,435020.0,727228.0,-8419.0
2001,51,Virginia,A05,3,529718.0,526058.0,10469.0,432317.0,685112.0,-3661.0
2001,51,Virginia,A05,4,1232228.0,1224019.0,10572.0,1017324.0,1576910.0,-8207.0
2001,51,Virginia,A05,5,8621690.0,8566563.0,11912.0,7427329.0,10418363.0,-55127.0
2001,53,Washington,A05,1,395795.0,423376.0,7530.0,295149.0,605697.0,27582.0
2001,53,Washington,A05,2,489069.0,478471.0,9761.0,381416.0,663336.0,-10599.0
2001,53,Washington,A05,3,446784.0,437286.0,9304.0,353700.0,591848.0,-9497.0
2001,53,Washington,A05,4,945252.0,928908.0,9236.0,764159.0,1233195.0,-16345.0
2001,53,Washington,A05,5,6621273.0,6547299.0,13155.0,5731899.0,7982119.0,-73974.0
2001,54,West Virginia,A05,1,73202.0,80303.0,6700.0,57369.0,108108.0,7101.0
2001,54,West Virginia,A05,2,93470.0,93376.0,6827.0,74144.0,125235.0,-94.0
2001,54,West Virginia,A05,3,90046.0,89850.0,6342.0,70171.0,128003.0,-197.0
2001,54,West Virginia,A05,4,204558.0,202373.0,6915.0,166228.0,262406.0,-2185.0
2001,54,West Virginia,A05,5,1747136.0,1738886.0,9338.0,1538433.0,2064837.0,-8252.0
2001,55,Wisconsin,A05,1,284299.0,308577.0,7323.0,224872.0,405761.0,24278.0
2001,55,Wisconsin,A05,2,389418.0,385762.0,7262.0,313373.0,501816.0,-3656.0
2001,55,Wisconsin,A05,3,341217.0,338085.0,7276.0,280075.0,429514.0,-3132.0
2001,55,Wisconsin,A05,4,800240.0,792477.0,7981.0,664214.0,999627.0,-7765.0
2001,55,Wisconsin,A05,5,7582438.0,7515898.0,10612.0,6744406.0,8720506.0,-66539.0
2001,56,Wyoming,A05,1,,47278.0,,,77127.0,
2001,56,Wyoming,A05,2,,45655.0,,,67024.0,
2001,56,Wyoming,A05,3,,42527.0,,,60145.0,
2001,56,Wyoming,A05,4,,98862.0,,,141967.0,
2001,56,Wyoming,A05,5,,488292.0,,,643637.0,
2002,01,Alabama,A05,1,249658.0,267341.0,7228.0,194167.0,366871.0,17684.0
2002,01,Alabama,A05,2,280697.0,281973.0,7784.0,224077.0,374802.0,1276.0
2002,01,Alabama,A05,3,285122.0,283242.0,8490.0,233685.0,366726.0,-1881.0
2002,01,Alabama,A05,4,566490.0,563912.0,7822.0,456546.0,756181.0,-2578.0
2002,01,Alabama,A05,5,4586307.0,4560798.0,10019.0,4007676.0,5460500.0,-25508.0
2002,02,Alaska,A05,1,36472.0,39811.0,7157.0,25501.0,59963.0,3340.0
2002,02,Alaska,A05,2,34532.0,35143.0,8190.0,24627.0,52555.0,611.0
2002,02,Alaska,A05,3,37013.0,37134.0,9000.0,28267.0,52026.0,122.0
2002,02,Alaska,A05,4,81294.0,81099.0,8466.0,61240.0,114112.0,-194.0
2002,02,Alaska,A05,5,656418.0,655363.0,11994.0,543475.0,832782.0,-1056.0
2002,06,California,A05,1,2594410.0,2848874.0,9326.0,2035445.0,3910072.0,254464.0
2002,06,California,A05,2,2968536.0,2933201.0,10719.0,2353856.0,4011621.0,-35336.0
2002,06,California,A05,3,2792424.0,2761145.0,11868.0,2283797.0,3615539.0,-31281.0
2002,06,California,A05,4,5999611.0,5956516.0,11839.0,4959467.0,7697762.0,-43096.0
2002,06,California,A05,5,35400815.0,35245153.0,13709.0,30910182.0,42273184.0,-155663.0
2002,08,Colorado,A05,1,336374.0,366627.0,9095.0,254107.0,520822.0,30253.0
2002,08,Colorado,A05,2,390208.0,388193.0,10252.0,305675.0,524516.0,-2015.0
2002,08,Colorado,A05,3,467599.0,460237.0,11736.0,376735.0,602999.0,-7363.0
2002,08,Colorado,A05,4,956007.0,948439.0,10610.0,778866.0,1239185.0,-7567.0
2002,08,Colorado,A05,5,5103270.0,5070104.0,12314.0,4328197.0,6248857.0,-33166.0
2002,09,Connecticut,A05,1,184422.0,199615.0,11184.0,151221.0,254111.0,15194.0
2002,09,Connecticut,A05,2,203681.0,202267.0,12637.0,168859.0,253667.0,-1413.0
2002,09,Connecticut,A05,3,195918.0,194105.0,12242.0,164162.0,241570.0,-1813.0
2002,09,Connecticut,A05,4,508839.0,505075.0,13186.0,433290.0,617750.0,-3763.0
2002,09,Connecticut,A05,5,4551499.0,4523397.0,15498.0,4084965.0,5191067.0,-28102.0
2002,10,Delaware,A05,1,49117.0,53769.0,8678.0,38791.0,73859.0,4650.0
2002,10,Delaware,A05,2,81945.0,81964.0,12890.0,69349.0,101737.0,20.0
2002,10,Delaware,A05,3,65403.0,65588.0,9097.0,53338.0,85562.0,185.0
2002,10,Delaware,A05,4,143098.0,142292.0,9424.0,118080.0,181630.0,-807.0
2002,10,Delaware,A05,5,1049919.0,1043890.0,12939.0,915046.0,1251834.0,-6028.0
2002,12,Florida,A05,1,1231269.0,1352924.0,8132.0,944152.0,1915439.0,121656.0
2002,12,Florida,A05,2,1249624.0,1235400.0,8521.0,965349.0,1715557.0,-14222.0
2002,12,Florida,A05,3,1390946.0,1393771.0,8826.0,1109668.0,1872415.0,2824.0
2002,12,Florida,A05,4,3323135.0,3316559.0,8456.0,2626472.0,4522787.0,-6574.0
2002,12,Florida,A05,5,17412342.0,17398783.0,10399.0,14842390.0,21438662.0,-13560.0
2002,13,Georgia,A05,1,530271.0,576868.0,9644.0,414976.0,784550.0,46598.0
2002,13,Georgia,A05,2,597408.0,594400.0,10394.0,475418.0,799703.0,-3008.0
2002,13,Georgia,A05,3,635298.0,632958.0,10083.0,521392.0,818298.0,-2341.0
2002,13,Georgia,A05,4,1394722.0,1383565.0,10426.0,1152286.0,1785131.0,-11157.0
2002,13,Georgia,A05,5,9588052.0,9516350.0,12224.0,8360173.0,11387720.0,-71702.0
2002,15,Hawaii,A05,1,75193.0,83347.0,7757.0,61577.0,106566.0,8153.0
2002,15,Hawaii,A05,2,75930.0,76248.0,7902.0,63503.0,94611.0,318.0
2002,15,Hawaii,A05,3,93965.0,94052.0,8749.0,81279.0,112711.0,87.0
2002,15,Hawaii,A05,4,192940.0,193758.0,8582.0,166039.0,235009.0,816.0
2002,15,Hawaii,A05,5,1329928.0,1333528.0,10592.0,1201736.0,1519941.0,3600.0
2002,16,Idaho,A05,1,113469.0,122724.0,7499.0,89931.0,165272.0,9255.0
2002,16,Idaho,A05,2,108829.0,109047.0,7003.0,85210.0,148598.0,218.0
2002,16,Idaho,A05,3,104714.0,104521.0,6806.0,84125.0,136875.0,-193.0
2002,16,Idaho,A05,4,227438.0,226924.0,6817.0,180858.0,305230.0,-514.0
2002,16,Idaho,A05,5,1304724.0,1303986.0,9853.0,1129325.0,1575194.0,-737.0
2002,17,Illinois,A05,1,681553.0,735841.0,10354.0,552940.0,970894.0,54286.0
2002,17,Illinois,A05,2,721884.0,718221.0,10873.0,585869.0,944825.0,-3662.0
2002,17,Illinois,A05,3,848893.0,845852.0,10076.0,693726.0,1111485.0,-3041.0
2002,17,Illinois,A05,4,1877138.0,1865429.0,11188.0,1574053.0,2365473.0,-11711.0
2002,17,Illinois,A05,5,15677201.0,15593184.0,13272.0,13988964.0,18131538.0,-84015.0
2002,18,Indiana,A05,1,384166.0,410704.0,8385.0,307728.0,545450.0,26538.0
2002,18,Indiana,A05,2,369959.0,366457.0,8988.0,304777.0,468462.0,-3502.0
2002,18,Indiana,A05,3,416706.0,415290.0,8900.0,347104.0,526570.0,-1417.0
2002,18,Indiana,A05,4,925161.0,922035.0,8993.0,767800.0,1180075.0,-3127.0
2002,18,Indiana,A05,5,7650361.0,7630978.0,10848.0,6729650.0,9054455.0,-19384.0
2002,19,Iowa,A05,1,161841.0,173085.0,7280.0,129145.0,228905.0,11244.0
2002,19,Iowa,A05,2,169383.0,168718.0,6918.0,137217.0,220158.0,-665.0
2002,19,Iowa,A05,3,187073.0,184508.0,6979.0,152736.0,237694.0,-2565.0
2002,19,Iowa,A05,4,383502.0,380750.0,7707.0,319321.0,481994.0,-2751.0
2002,19,Iowa,A05,5,3835086.0,3813027.0,9889.0,3401546.0,4457182.0,-22058.0
2002,20,Kansas,A05,1,161207.0,173905.0,6856.0,125220.0,238988.0,12699.0
2002,20,Kansas,A05,2,164799.0,163297.0,7390.0,127137.0,230413.0,-1502.0
2002,20,Kansas,A05,3,177532.0,177622.0,8088.0,143550.0,233503.0,90.0
2002,20,Kansas,A05,4,401390.0,398243.0,7977.0,327981.0,519105.0,-3147.0
2002,20,Kansas,A05,5,3335962.0,3312808.0,10624.0,2906902.0,3960180.0,-23154.0
2002,21,Kentucky,A05,1,217586.0,232133.0,7620.0,167302.0,324765.0,14548.0
2002,21,Kentucky,A05,2,216897.0,217003.0,7844.0,173505.0,289127.0,107.0
2002,21,Kentucky,A05,3,268053.0,266926.0,8121.0,218618.0,350723.0,-1126.0
2002,21,Kentucky,A05,4,529462.0,528227.0,8182.0,436010.0,689076.0,-1235.0
2002,21,Kentucky,A05,5,4468051.0,4461489.0,10520.0,3907888.0,5369459.0,-6562.0
2002,22,Louisiana,A05,1,270607.0,295165.0,7065.0,205920.0,415051.0,24559.0
2002,22,Louisiana,A05,2,265449.0,265714.0,7649.0,206391.0,367556.0,264.0
2002,22,Louisiana,A05,3,280216.0,279630.0,7929.0,224605.0,374812.0,-588.0
2002,22,Louisiana,A05,4,660618.0,660070.0,7924.0,530845.0,887641.0,-551.0
2002,22,Louisiana,A05,5,4498348.0,4483717.0,10172.0,3850685.0,5505326.0,-14631.0
2002,23,Maine,A05,1,86295.0,92122.0,6937.0,67529.0,123413.0,5829.0
2002,23,Maine,A05,2,81680.0,81361.0,7440.0,65373.0,107670.0,-320.0
2002,23,Maine,A05,3,77744.0,77766.0,7066.0,62411.0,101321.0,21.0
2002,23,Maine,A05,4,208053.0,206919.0,8588.0,173020.0,260955.0,-1134.0
2002,23,Maine,A05,5,1515732.0,1510782.0,9882.0,1335271.0,1778740.0,-4950.0
2002,24,Maryland,A05,1,334159.0,363169.0,9868.0,263837.0,486349.0,29009.0
2002,24,Maryland,A05,2,332918.0,336019.0,10394.0,269468.0,435200.0,3100.0
2002,24,Maryland,A05,3,388492.0,383113.0,10946.0,312467.0,498511.0,-5378.0
2002,24,Maryland,A05,4,838116.0,833776.0,10793.0,698825.0,1051177.0,-4340.0
2002,24,Maryland,A05,5,6014779.0,5990833.0,12188.0,5228502.0,7166550.0,-23946.0
2002,26,Michigan,A05,1,564930.0,620639.0,9394.0,450569.0,823946.0,55710.0
2002,26,Michigan,A05,2,629018.0,626672.0,10320.0,511044.0,810915.0,-2346.0
2002,26,Michigan,A05,3,744376.0,740439.0,10276.0,620806.0,934107.0,-3936.0
2002,26,Michigan,A05,4,1379839.0,1369943.0,9676.0,1140321.0,1742047.0,-9897.0
2002,26,Michigan,A05,5,11631251.0,11555187.0,12861.0,10323190.0,13508745.0,-76064.0
2002,27,Minnesota,A05,1,325077.0,360566.0,9335.0,264590.0,462684.0,35489.0
2002,27,Minnesota,A05,2,356012.0,357703.0,9795.0,295960.0,449844.0,1692.0
2002,27,Minnesota,A05,3,350460.0,350056.0,9224.0,290948.0,441023.0,-406.0
2002,27,Minnesota,A05,4,867323.0,864752.0,10081.0,728376.0,1075990.0,-2569.0
2002,27,Minnesota,A05,5,6861474.0,6887873.0,12685.0,6077142.0,8032321.0,26399.0
2002,29,Missouri,A05,1,346909.0,373891.0,8357.0,272369.0,510891.0,26982.0
2002,29,Missouri,A05,2,350041.0,350386.0,7888.0,275949.0,474531.0,347.0
2002,29,Missouri,A05,3,359267.0,357379.0,8466.0,288410.0,477359.0,-1888.0
2002,29,Missouri,A05,4,859512.0,857654.0,8777.0,699807.0,1130971.0,-1858.0
2002,29,Missouri,A05,5,6923535.0,6897108.0,11301.0,6083714.0,8193553.0,-26426.0
2002,30,Montana,A05,1,65694.0,71645.0,6452.0,49906.0,100596.0,5952.0
2002,30,Montana,A05,2,65363.0,65261.0,6480.0,50689.0,89867.0,-101.0
2002,30,Montana,A05,3,70441.0,69926.0,6001.0,54310.0,97490.0,-515.0
2002,30,Montana,A05,4,154440.0,154001.0,6702.0,123260.0,206393.0,-440.0
2002,30,Montana,A05,5,882951.0,881576.0,8518.0,756490.0,1076808.0,-1374.0
2002,31,Nebraska,A05,1,106689.0,114804.0,6869.0,84288.0,153110.0,8115.0
2002,31,Nebraska,A05,2,136646.0,136483.0,6939.0,111615.0,175643.0,-163.0
2002,31,Nebraska,A05,3,118575.0,118378.0,7328.0,99031.0,148440.0,-198.0
2002,31,Nebraska,A05,4,266839.0,264544.0,8077.0,220974.0,339495.0,-2295.0
2002,31,Nebraska,A05,5,2271509.0,2262798.0,9881.0,2006945.0,2647459.0,-8712.0
2002,32,Nevada,A05,1,184197.0,203776.0,8824.0,140305.0,290366.0,19579.0
2002,32,Nevada,A05,2,186336.0,188014.0,9181.0,147187.0,253869.0,1678.0
2002,32,Nevada,A05,3,231950.0,233494.0,9538.0,187644.0,312844.0,1545.0
2002,32,Nevada,A05,4,607380.0,605933.0,9552.0,514295.0,766842.0,-1447.0
2002,32,Nevada,A05,5,2444642.0,2449803.0,10997.0,2114167.0,2978402.0,5161.0
2002,34,New Jersey,A05,1,519879.0,568900.0,10926.0,419604.0,755162.0,49019.0
2002,34,New Jersey,A05,2,548372.0,545104.0,11687.0,444893.0,708911.0,-3268.0
2002,34,New Jersey,A05,3,629435.0,626962.0,11911.0,529315.0,782871.0,-2474.0
2002,34,New Jersey,A05,4,1457078.0,1440838.0,12855.0,1212915.0,1840726.0,-16241.0
2002,34,New Jersey,A05,5,9959548.0,9909499.0,14869.0,8804771.0,11646656.0,-50049.0
2002,35,New Mexico,A05,1,106994.0,116598.0,6990.0,79569.0,169544.0,9604.0
2002,35,New Mexico,A05,2,104870.0,104712.0,7264.0,80284.0,148662.0,-158.0
2002,35,New Mexico,A05,3,114179.0,115199.0,7239.0,89550.0,158222.0,1020.0
2002,35,New Mexico,A05,4,275217.0,276099.0,7970.0,218535.0,377275.0,882.0
2002,35,New Mexico,A05,5,1663988.0,1661189.0,9662.0,1402311.0,2084761.0,-2797.0
2002,36,New York,A05,1,1104293.0,1205611.0,12073.0,887636.0,1599795.0,101317.0
2002,36,New York,A05,2,1116526.0,1107293.0,11866.0,911036.0,1444076.0,-9232.0
2002,36,New York,A05,3,1229475.0,1218691.0,12543.0,1025399.0,1549850.0,-10784.0
2002,36,New York,A05,4,2759050.0,2742896.0,12299.0,2318976.0,3464197.0,-16153.0
2002,36,New York,A05,5,21183638.0,21070388.0,15967.0,18643007.0,24941176.0,-113249.0
2002,37,North Carolina,A05,1,501725.0,543538.0,8322.0,393055.0,740812.0,41811.0
2002,37,North Carolina,A05,2,579237.0,573336.0,8134.0,454367.0,779942.0,-5901.0
2002,37,North Carolina,A05,3,585134.0,581065.0,8633.0,473896.0,758231.0,-4069.0
2002,37,North Carolina,A05,4,1195403.0,1185192.0,8699.0,972394.0,1547758.0,-10210.0
2002,37,North Carolina,A05,5,9652655.0,9609202.0,11024.0,8514553.0,11301049.0,-43452.0
2002,38,North Dakota,A05,1,36620.0,39218.0,6379.0,28811.0,52915.0,2599.0
2002,38,North Dakota,A05,2,35922.0,35875.0,6278.0,28961.0,47104.0,-47.0
2002,38,North Dakota,A05,3,41053.0,40893.0,6163.0,33138.0,53699.0,-160.0
2002,38,North Dakota,A05,4,101071.0,100848.0,6921.0,82893.0,130632.0,-222.0
2002,38,North Dakota,A05,5,787870.0,786507.0,8887.0,693998.0,927983.0,-1362.0
2002,39,Ohio,A05,1,634777.0,684365.0,8691.0,509818.0,907986.0,49590.0
2002,39,Ohio,A05,2,687013.0,687381.0,8736.0,556252.0,901858.0,369.0
2002,39,Ohio,A05,3,683254.0,678698.0,8815.0,560188.0,872597.0,-4556.0
2002,39,Ohio,A05,4,1608690.0,1596433.0,8890.0,1337254.0,2043030.0,-12257.0
2002,39,Ohio,A05,5,14675151.0,14594187.0,11487.0,12966419.0,17206369.0,-80962.0
2002,40,Oklahoma,A05,1,224285.0,238799.0,7828.0,172420.0,329609.0,14513.0
2002,40,Oklahoma,A05,2,230237.0,228000.0,7209.0,179550.0,313784.0,-2239.0
2002,40,Oklahoma,A05,3,223825.0,221898.0,8083.0,177974.0,298414.0,-1927.0
2002,40,Oklahoma,A05,4,459696.0,455167.0,7576.0,369434.0,605607.0,-4527.0
2002,40,Oklahoma,A05,5,3455176.0,3421343.0,9636.0,2960817.0,4182875.0,-33833.0
2002,41,Oregon,A05,1,227914.0,245474.0,7714.0,179424.0,333162.0,17562.0
2002,41,Oregon,A05,2,234609.0,233219.0,8157.0,188077.0,306838.0,-1391.0
2002,41,Oregon,A05,3,246931.0,246016.0,8767.0,204847.0,314062.0,-916.0
2002,41,Oregon,A05,4,549174.0,546465.0,8485.0,454039.0,704831.0,-2710.0
2002,41,Oregon,A05,5,4021832.0,4008756.0,11384.0,3537252.0,4754209.0,-13075.0
2002,42,Pennsylvania,A05,1,664235.0,720228.0,9084.0,540261.0,937275.0,55993.0
2002,42,Pennsylvania,A05,2,763097.0,763522.0,10426.0,633070.0,973923.0,424.0
2002,42,Pennsylvania,A05,3,741740.0,739855.0,9304.0,617793.0,933755.0,-1884.0
2002,42,Pennsylvania,A05,4,1676497.0,1671591.0,9302.0,1413509.0,2083717.0,-4906.0
2002,42,Pennsylvania,A05,5,15361948.0,15297145.0,11311.0,13618654.0,17887369.0,-64803.0
2002,44,Rhode Island,A05,1,58551.0,64357.0,8162.0,45580.0,87632.0,5806.0
2002,44,Rhode Island,A05,2,59421.0,59110.0,9513.0,47947.0,77125.0,-310.0
2002,44,Rhode Island,A05,3,69404.0,68426.0,9010.0,57400.0,86401.0,-978.0
2002,44,Rhode Island,A05,4,150765.0,150034.0,9271.0,126071.0,189198.0,-733.0
2002,44,Rhode Island,A05,5,1272446.0,1273869.0,10701.0,1126017.0,1494027.0,1422.0
2002,45,South Carolina,A05,1,257066.0,281207.0,7128.0,199129.0,384911.0,24140.0
2002,45,South Carolina,A05,2,267218.0,266494.0,7313.0,210950.0,359438.0,-726.0
2002,45,South Carolina,A05,3,313879.0,313684.0,7956.0,254571.0,408968.0,-196.0
2002,45,South Carolina,A05,4,588064.0,585901.0,8154.0,483137.0,755539.0,-2165.0
2002,45,South Carolina,A05,5,4380309.0,4367903.0,9901.0,3821729.0,5233859.0,-12404.0
2002,46,South Dakota,A05,1,51689.0,56247.0,6491.0,40226.0,76266.0,4558.0
2002,46,South Dakota,A05,2,52161.0,52126.0,6040.0,41518.0,69948.0,-36.0
2002,46,South Dakota,A05,3,50137.0,49838.0,6253.0,40740.0,64551.0,-298.0
2002,46,South Dakota,A05,4,112572.0,112380.0,6482.0,91465.0,147393.0,-193.0
2002,46,South Dakota,A05,5,912399.0,908291.0,8919.0,802641.0,1072436.0,-4108.0
2002,47,Tennessee,A05,1,316778.0,344208.0,8354.0,247778.0,469509.0,27431.0
2002,47,Tennessee,A05,2,380083.0,381462.0,8649.0,297498.0,525944.0,1378.0
2002,47,Tennessee,A05,3,394730.0,392333.0,8693.0,318236.0,518439.0,-2397.0
2002,47,Tennessee,A05,4,869619.0,870687.0,9215.0,711700.0,1144921.0,1066.0
2002,47,Tennessee,A05,5,6870017.0,6853124.0,11046.0,6011853.0,8184464.0,-16892.0
2002,48,Texas,A05,1,1500963.0,1610159.0,9725.0,1164264.0,2225882.0,109196.0
2002,48,Texas,A05,2,1525363.0,1517343.0,10471.0,1216028.0,2027475.0,-8020.0
2002,48,Texas,A05,3,1672549.0,1658158.0,10376.0,1342305.0,2196993.0,-14393.0
2002,48,Texas,A05,4,3586936.0,3558070.0,10497.0,2921222.0,4674272.0,-28866.0
2002,48,Texas,A05,5,22355937.0,22217116.0,12616.0,19384777.0,26755783.0,-138822.0
2002,49,Utah,A05,1,194585.0,211386.0,7318.0,147587.0,296643.0,16800.0
2002,49,Utah,A05,2,203818.0,201097.0,7419.0,157016.0,278127.0,-2722.0
2002,49,Utah,A05,3,190419.0,189137.0,8248.0,152414.0,252531.0,-1282.0
2002,49,Utah,A05,4,416927.0,415217.0,8325.0,338597.0,540977.0,-1710.0
2002,49,Utah,A05,5,2420339.0,2403651.0,10318.0,2078327.0,2929224.0,-16690.0
2002,50,Vermont,A05,1,36854.0,40156.0,6599.0,28044.0,54246.0,3302.0
2002,50,Vermont,A05,2,48356.0,47608.0,8716.0,39340.0,61091.0,-748.0
2002,50,Vermont,A05,3,44062.0,43433.0,7388.0,35665.0,55992.0,-629.0
2002,50,Vermont,A05,4,92131.0,91867.0,7797.0,76362.0,115970.0,-265.0
2002,50,Vermont,A05,5,764447.0,761376.0,10530.0,666976.0,907673.0,-3070.0
2002,51,Virginia,A05,1,414552.0,449210.0,9257.0,324820.0,611717.0,34657.0
2002,51,Virginia,A05,2,447707.0,444523.0,10858.0,359135.0,587872.0,-3183.0
2002,51,Virginia,A05,3,526426.0,522465.0,10529.0,431507.0,675921.0,-3961.0
2002,51,Virginia,A05,4,1175720.0,1167776.0,11284.0,979475.0,1485857.0,-7941.0
2002,51,Virginia,A05,5,8565576.0,8522655.0,12172.0,7446737.0,10233614.0,-42922.0
2002,53,Washington,A05,1,406559.0,438623.0,7608.0,311762.0,613252.0,32063.0
2002,53,Washington,A05,2,413417.0,409870.0,8742.0,328535.0,552145.0,-3548.0
2002,53,Washington,A05,3,426389.0,423940.0,9085.0,344852.0,565179.0,-2451.0
2002,53,Washington,A05,4,904757.0,898191.0,9383.0,741451.0,1173965.0,-6566.0
2002,53,Washington,A05,5,6473986.0,6441551.0,13467.0,5676813.0,7730986.0,-32435.0
2002,54,West Virginia,A05,1,78164.0,84798.0,6966.0,62019.0,112646.0,6633.0
2002,54,West Virginia,A05,2,88030.0,87641.0,7247.0,70283.0,116518.0,-388.0
2002,54,West Virginia,A05,3,85509.0,84848.0,7077.0,69150.0,112719.0,-660.0
2002,54,West Virginia,A05,4,210233.0,207803.0,7015.0,169918.0,275997.0,-2430.0
2002,54,West Virginia,A05,5,1727859.0,1719499.0,9525.0,1523105.0,2041629.0,-8360.0
2002,55,Wisconsin,A05,1,308878.0,334008.0,7632.0,250493.0,429299.0,25131.0
2002,55,Wisconsin,A05,2,347155.0,347952.0,7666.0,286000.0,440591.0,798.0
2002,55,Wisconsin,A05,3,357280.0,356882.0,7493.0,297926.0,443759.0,-398.0
2002,55,Wisconsin,A05,4,795964.0,793957.0,8126.0,669052.0,986424.0,-2007.0
2002,55,Wisconsin,A05,5,7423865.0,7404208.0,10977.0,6685581.0,8465662.0,-19657.0
2002,56,Wyoming,A05,1,51099.0,54057.0,6845.0,35961.0,83781.0,2958.0
2002,56,Wyoming,A05,2,39437.0,38662.0,6701.0,29445.0,55704.0,-775.0
2002,56,Wyoming,A05,3,43097.0,42879.0,8291.0,33525.0,59070.0,-217.0
2002,56,Wyoming,A05,4,87278.0,86464.0,6805.0,67016.0,122572.0,-812.0
2002,56,Wyoming,A05,5,509987.0,506779.0,9769.0,420789.0,651609.0,-3209.0
2003,01,Alabama,A05,1,236059.0,258141.0,7407.0,184375.0,349252.0,22082.0
2003,01,Alabama,A05,2,286569.0,284938.0,8289.0,230011.0,379926.0,-1632.0
2003,01,Alabama,A05,3,251767.0,251508.0,8719.0,208514.0,320206.0,-259.0
2003,01,Alabama,A05,4,572976.0,571189.0,8238.0,469147.0,745482.0,-1788.0
2003,01,Alabama,A05,5,4583700.0,4574407.0,10320.0,4026453.0,5430077.0,-9292.0
2003,02,Alaska,A05,1,42110.0,45780.0,7467.0,30098.0,67408.0,3672.0
2003,02,Alaska,A05,2,33596.0,33828.0,7812.0,23876.0,50654.0,233.0
2003,02,Alaska,A05,3,38199.0,38859.0,9809.0,29499.0,53299.0,660.0
2003,02,Alaska,A05,4,81264.0,81135.0,8962.0,62114.0,112173.0,-129.0
2003,02,Alaska,A05,5,666192.0,665084.0,12119.0,554378.0,838306.0,-1109.0
